date,price,weekly return,volatility,average weekly volatility of past month,average weekly volatility of past quarter,return of past month,return of past half year,return of past year
1961/1/6,621.63,0.933623433,3.620835228,2.44038885,3.133702293,0.00624828,-0.039063225,-0.080047949
1961/1/13,633.64,1.932017438,2.589965092,2.531315112,3.005844015,0.033299631,0.005410723,-0.039459124
1961/1/20,634.36,0.11362919,2.162110978,2.545757096,2.903211235,0.030005845,0.040173154,-0.0177753
1961/1/27,643.58,1.453433382,2.443407529,2.704079707,2.727588394,0.035310394,0.04355299,0.033680795
1961/2/3,652.96,1.457472265,2.315174493,2.377664523,2.547235033,0.030490499,0.062968028,0.041802285
1961/2/10,639.66,-2.036878216,2.771992159,2.42317129,2.60159948,0.008354877,0.02154367,0.028028672
1961/2/17,651.66,1.875996623,3.689460026,2.805008551,2.748906925,0.012554772,0.035597368,0.036948635
1961/2/24,655.59,0.603075223,1.687996808,2.616155871,2.594143015,0.004027812,0.030607433,0.037325949
1961/3/3,671.56,2.435973703,3.584557422,2.933501604,2.583851659,0.049870244,0.074135091,0.101315228
1961/3/10,663.55,-1.19274525,2.91857764,2.970147974,2.641544792,0.018245711,0.08050675,0.095292331
1961/3/17,676.47,1.947102705,3.797754502,2.997221593,2.782662414,0.031849174,0.123387083,0.097435149
1961/3/24,672.47,-0.591304862,2.468697799,3.192396841,2.83754414,0.001355054,0.14914814,0.080342512
1961/3/30,676.62,0.617127902,2.423899951,2.902232473,2.737799533,0.019697084,0.166324789,0.098462587
1961/4/7,683.67,1.041943779,2.364695102,2.763761839,2.719027034,0.010643488,0.165856653,0.088490503
1961/4/14,693.71,1.468544766,2.354937324,2.403057544,2.735095896,0.031585052,0.163025802,0.100934757
1961/4/21,685.25,-1.219529775,3.171354024,2.5787216,2.795758104,0.012754574,0.186497905,0.111859292
1961/4/28,678.7,-0.955855527,2.539219263,2.607551428,2.814428502,-0.007269589,0.174404319,0.127989496
1961/5/5,690.66,1.762192427,3.580374245,2.911471214,2.881793675,-0.00439665,0.158708855,0.13668307
1961/5/12,687.9,-0.399617757,1.925694263,2.804160449,2.734813195,0.003867202,0.130299047,0.116684523
1961/5/19,705.95,2.623927896,3.561564181,2.901712988,2.89094381,0.040150287,0.169546562,0.12910449
1961/5/26,696.27,-1.371201926,4.051278419,3.279727777,2.929837226,0.008122665,0.148088909,0.114442115
1961/6/2,697.69,0.203943872,1.666020366,2.801139307,2.825457453,0.01423172,0.170620805,0.109257993
1961/6/9,700.89,0.458656423,1.949289799,2.807038191,2.671418728,-0.007167646,0.147326033,0.070273489
1961/6/16,685.5,-2.195779652,3.010458132,2.669261679,2.716565422,-0.015468137,0.109636272,0.053189528
1961/6/23,688.65,0.4595186,2.815463166,2.360307866,2.74919569,-0.012957044,0.123006425,0.064374034
1961/6/30,683.95,-0.682494736,1.98939955,2.441152662,2.717921061,-0.02416927,0.110524778,0.066522166
1961/7/7,692.72,1.282257475,2.500182762,2.578875902,2.730024847,0.010532458,0.114360633,0.070830113
1961/7/14,690.94,-0.256958078,4.001616815,2.826665573,2.799213413,0.003325347,0.090429897,0.096329911
1961/7/21,682.8,-1.17810519,2.706457869,2.799414249,2.813149964,-0.001681409,0.076360426,0.11960122
1961/7/28,705.12,3.268892794,4.613356766,3.455403553,2.899231841,0.01790045,0.095621368,0.143338954
1961/8/4,720.68,2.206716587,3.276038121,3.649367393,3.011760495,0.043042811,0.103712325,0.173210914
1961/8/11,722.6,0.266415052,1.887106622,3.120739844,2.872222365,0.058289397,0.129662633,0.153999713
1961/8/18,723.53,0.12870191,2.061998339,2.959624962,2.706449026,0.026109031,0.110287573,0.149810889
1961/8/25,716.69,-0.945365085,2.860973284,2.521529091,2.806028435,-0.005536438,0.093198493,0.126658492
1961/9/1,721.18,0.626491231,2.120861181,2.232734856,2.820326051,-0.001965126,0.073887665,0.153500424
1961/9/8,720.9,-0.038825259,2.384980171,2.357203244,2.768202887,-0.003634956,0.086429056,0.173893928
1961/9/15,716.29,-0.63947843,2.427521154,2.448583948,2.735874386,-0.000558121,0.058864399,0.189514589
1961/9/22,701.56,-2.056429658,2.540870318,2.368558206,2.781830284,-0.027205413,0.043258435,0.19885849
1961/9/29,701.2,-0.051314214,2.465933063,2.454826177,2.778976142,-0.027326952,0.036327629,0.208694603
1961/10/6,708.25,1.005419281,2.994865944,2.60729762,2.695080236,-0.011224504,0.035953018,0.207772719
1961/10/13,703.3,-0.698905754,1.694316978,2.423996576,2.610735162,0.002480187,0.01382422,0.179103727
1961/10/20,705.61,0.328451585,1.677804635,2.208230155,2.366105818,0.006289218,0.029711784,0.221750874
1961/10/27,698.73,-0.975042871,2.111648078,2.119658909,2.269073314,-0.013441581,0.029512303,0.209063695
1961/11/3,709.25,1.505588711,2.318492121,1.950565453,2.305022106,0.008460117,0.026916283,0.18989699
1961/11/10,724.82,2.195276701,2.876277758,2.246055648,2.372878724,0.027224671,0.053670592,0.190962866
1961/11/17,729.52,0.648436853,2.759305759,2.516430929,2.36440643,0.044065662,0.033387634,0.208594954
1961/11/24,732.59,0.420824652,1.850531857,2.451151874,2.341878986,0.032908001,0.052163672,0.207977443
1961/12/1,728.79,-0.518707599,2.798290995,2.571101592,2.376321555,0.005477222,0.044575671,0.222802013
1961/12/8,728.22,-0.078211831,2.113091563,2.380305043,2.350119089,-0.001781994,0.03899328,0.192064038
1961/12/15,729.39,0.160665733,1.949960177,2.177968648,2.300876577,-0.004368064,0.064026258,0.180682131
1961/12/22,720.86,-1.169470379,2.783147562,2.411122574,2.327311119,-0.010881049,0.046772671,0.175532435
1961/12/29,731.13,1.424687179,2.899314707,2.436378502,2.319348516,0.003996045,0.068981651,0.18713061
1962/1/5,714.84,-2.228057938,3.378332171,2.752688654,2.459683115,-0.019948176,0.031932094,0.149944501
1962/1/12,711.73,-0.435062392,2.699904874,2.940174828,2.544858135,-0.012665427,0.030089443,0.123240326
1962/1/19,700.72,-1.546934933,3.484467424,3.115504794,2.659259747,-0.04159315,0.026244874,0.10460937
1962/1/26,692.19,-1.217319329,2.454618107,3.004330644,2.670603579,-0.031685412,-0.018337304,0.075530626
1962/2/2,706.55,2.0745749,3.236105694,2.968774025,2.700589241,-0.007278041,-0.019606483,0.082072409
1962/2/9,724.27,2.50796122,3.137782181,3.078243352,2.732128943,0.033608289,0.002311099,0.132273395
1962/2/16,716.46,-1.078327143,1.698261698,2.63169192,2.719439763,0.035062627,-0.009771537,0.099438357
1962/2/23,709.54,-0.965859922,2.093626999,2.541444143,2.660717763,0.004231831,-0.009976419,0.082292286
1962/3/2,711,0.205767117,1.832172957,2.190460959,2.637307879,-0.018321897,-0.014115755,0.05872893
1962/3/9,714.44,0.483825598,2.025316456,1.912344528,2.643587569,-0.002819418,-0.008961021,0.076693542
1962/3/16,722.27,1.095963272,2.449470914,2.100146832,2.615781182,0.017941201,0.008348574,0.067704407
1962/3/23,716.46,-0.804408324,1.702964265,2.002481148,2.516085312,0.007679325,0.021238383,0.065415558
1962/3/30,706.95,-1.327359518,2.037796946,2.053887145,2.404374043,-0.010483736,0.008200228,0.044825752
1962/4/6,699.63,-1.035433906,2.319824599,2.127514181,2.372700687,-0.031345619,-0.012170844,0.023344596
1962/4/13,687.9,-1.676600489,3.516144248,2.394182514,2.375340422,-0.039862658,-0.021896772,-0.008375258
1962/4/19,694.25,0.923099288,2.267771478,2.535384318,2.35976987,-0.017964495,-0.016099545,0.013133893
1962/4/27,672.2,-3.176089305,4.551674469,3.163853698,2.469400601,-0.039206438,-0.037968886,-0.009577133
1962/5/4,671.2,-0.148765248,3.540612913,3.469050777,2.502969829,-0.024276784,-0.05364822,-0.028175948
1962/5/11,640.63,-4.554529201,5.691299166,4.012839506,2.835722951,-0.077234426,-0.116152976,-0.068716383
1962/5/18,650.7,1.571890171,5.260446748,4.761008324,3.099624597,-0.031984528,-0.108043645,-0.078263333
1962/5/25,611.88,-5.965882895,7.053941909,5.386575184,3.534772009,-0.088379023,-0.164771564,-0.121202982
1962/6/1,611.05,-0.135647513,11.63626855,7.410489093,4.335684684,-0.046173298,-0.161555455,-0.124181227
1962/6/8,601.61,-1.544881761,4.533180591,7.120959449,4.509327157,-0.075441832,-0.173862294,-0.141648476
1962/6/15,578.18,-3.894549625,7.828992204,7.763095813,5.019829485,-0.055076159,-0.207310218,-0.156557257
1962/6/22,539.19,-6.743574665,7.869521602,7.966990737,5.50580654,-0.117600851,-0.252018422,-0.217033326
1962/6/29,561.28,4.09688607,8.253120421,7.121203705,6.000247858,-0.067036785,-0.232311627,-0.179355216
1962/7/6,576.17,2.65286488,5.166761688,7.279598979,6.137799311,-0.003476426,-0.193987466,-0.168249798
1962/7/13,590.19,2.433309613,5.085304684,6.593677099,6.372593745,0.094586324,-0.170767004,-0.145815845
1962/7/20,577.18,-2.204374862,3.930937495,5.609031072,6.320865664,0.028328107,-0.176304373,-0.154686585
1962/7/27,585,1.354863301,3.239890502,4.355723592,6.295805463,0.015325338,-0.154856326,-0.170353982
1962/8/3,588.35,0.572649573,2.957264957,3.80334941,6.067969279,-0.00311764,-0.16729177,-0.183618249
1962/8/10,592.32,0.67476842,2.804453132,3.233136521,5.863303145,0.026230985,-0.18218344,-0.180293385
1962/8/17,610.02,2.988249595,3.596029173,3.149409441,5.57514375,0.042769231,-0.148563772,-0.156883612
1962/8/24,613.74,0.609816072,2.655650634,3.003349474,4.826758924,0.043154585,-0.135017053,-0.143646486
1962/8/31,609.18,-0.742985629,2.93283801,2.997242737,4.693397042,0.028464344,-0.143206751,-0.155301034
1962/9/7,600.86,-1.36577038,3.004038215,3.047139008,4.291317543,-0.015015901,-0.158977661,-0.16651408
1962/9/14,605.84,0.828812036,2.396564924,2.747272946,3.83523782,-0.0128719,-0.161200105,-0.154197322
1962/9/21,591.78,-2.320744751,3.779875875,3.028329256,3.462467441,-0.028562986,-0.174022276,-0.156479845
1962/9/28,578.98,-2.162965967,3.227550779,3.102007448,3.300866532,-0.036414473,-0.181017045,-0.174301198
1962/10/5,586.59,1.314380462,3.333448478,3.184360014,3.154878515,-0.031774066,-0.161571116,-0.171775503
1962/10/12,586.47,-0.020457219,1.926388108,3.06681581,2.987832732,-0.008972929,-0.147448757,-0.166116878
1962/10/19,573.29,-2.24734428,4.041127423,3.132128697,3.054602476,-0.009827628,-0.174231185,-0.187525687
1962/10/26,569.02,-0.744823737,5.023635507,3.581149879,3.226800022,-0.029952778,-0.153495983,-0.185636798
1962/11/2,604.58,6.249340972,5.852166883,4.21082948,3.480776168,0.03087967,-0.099255066,-0.147578428
1962/11/9,616.13,1.910417149,2.87803103,4.448740211,3.420942989,0.074726578,-0.038243604,-0.149954471
1962/11/16,630.98,2.410205638,3.067534449,4.205341967,3.45526664,0.108888967,-0.030305824,-0.135075118
1962/11/23,644.87,2.201337602,4.009635805,3.951842042,3.54499979,0.066641305,0.0539158,-0.119739554
1962/11/30,649.3,0.686960163,2.74473925,3.174985133,3.523391543,0.053836041,0.062597169,-0.1090712
1962/12/7,652.1,0.431233636,2.572000616,3.09847753,3.538011184,0.033471742,0.083924802,-0.104528851
1962/12/14,648.09,-0.614936359,2.484281552,2.952664306,3.43004499,0.004993254,0.120913902,-0.111463003
1962/12/21,646.41,-0.259223256,2.437933003,2.559738605,3.364243509,-0.004450947,0.198853836,-0.103279416
1962/12/28,651.43,0.776596897,1.763586578,2.314450437,3.233421684,-0.00102745,0.160615023,-0.109009342
1963/1/4,662.22,1.656356017,3.39253642,2.519584388,3.35560071,0.021802527,0.149348283,-0.073610878
1963/1/11,671.59,1.414937634,2.476518378,2.517643595,3.225216623,0.038953605,0.137921686,-0.056397791
1963/1/18,672.51,0.136988341,2.337735821,2.492594299,3.001391649,0.032359578,0.165165113,-0.040258591
1963/1/25,679.7,1.069129084,2.289928774,2.624179848,2.704538473,0.026396062,0.161880342,-0.018044179
1963/2/1,683.18,0.511990584,1.70663528,2.202704563,2.60692216,0.017257553,0.16117957,-0.033076215
1963/2/8,679.91,-0.478643988,2.137064902,2.117841194,2.529383032,0.011003554,0.147876148,-0.061247877
1963/2/15,686.06,0.904531482,2.926857966,2.265121731,2.439151545,0.009357069,0.124651651,-0.042430841
1963/2/21,681.63,-0.645716118,2.681981168,2.363134829,2.433921705,-0.002268802,0.110616874,-0.039335344
1963/3/1,659.71,-3.2158209,3.726361809,2.868066461,2.530118471,-0.029709815,0.082947569,-0.072137834
1963/3/8,672.42,1.926604114,2.485940792,2.955285434,2.530256741,-0.019881643,0.119095962,-0.058815296
1963/3/15,676.32,0.579994646,1.621010678,2.628823612,2.462179881,-0.00779015,0.116334346,-0.063618868
1963/3/22,677.82,0.221788502,1.700378519,2.38342295,2.456912542,0.027451456,0.145391869,-0.053931832
1963/3/29,682.51,0.69192411,1.844147414,1.912869351,2.327880125,0.015005503,0.178814467,-0.034571045
1963/4/5,702.42,2.917173375,3.399217594,2.141188551,2.404771727,0.038591199,0.197463305,0.003987822
1963/4/11,708.44,0.8570371,1.850744569,2.198622024,2.364189122,0.045174235,0.207973127,0.029858991
1963/4/19,711.67,0.455931342,1.623284964,2.179348635,2.308635471,0.042724649,0.241378709,0.025091826
1963/4/26,717.15,0.770019813,1.981255357,2.213625621,2.331520478,0.02097036,0.260324769,0.066869979
1963/5/3,718.07,0.128285575,1.78484278,1.810031918,2.302168634,0.013593247,0.187717093,0.069830155
1963/5/10,723.29,0.726948626,2.548498057,1.98447029,2.270638642,0.016327792,0.173924334,0.129029237
1963/5/17,724.8,0.208768267,1.576131289,1.972681871,2.178484485,0.010667224,0.14868934,0.113877363
1963/5/24,720.52,-0.590507726,1.697019868,1.901622999,2.009372657,0.003411924,0.117310466,0.177551154
1963/5/31,726.95,0.892411036,2.234497308,2.01403663,1.988419033,0.005060211,0.119590328,0.189673513
1963/6/7,722.4,-0.625902744,1.870830181,1.844619661,2.009237325,-0.003311258,0.107805551,0.200777913
1963/6/14,722.02,-0.052602436,2.200996678,2.000836008,2.050955505,0.00208183,0.114073663,0.248780657
1963/6/21,720.77,-0.173125398,1.772804077,2.019782061,2.045010227,-0.008501272,0.115035349,0.336764406
1963/6/28,706.87,-1.928493139,2.982921043,2.206887995,2.010318848,-0.021497785,0.085105077,0.259389253
1963/7/5,716.44,1.35385573,2.84352144,2.450060809,2.093050253,-0.007728318,0.081876114,0.243452453
1963/7/12,707.69,-1.221316509,1.674948356,2.318548729,2.097355536,-0.018147259,0.053753034,0.199088429
1963/7/19,693.88,-1.951419407,2.783704729,2.571273892,2.164226317,-0.018376788,0.031776479,0.202189958
1963/7/26,689.37,-0.649968294,1.700582233,2.25068919,2.157204605,-0.037784043,0.014226865,0.178410256
1963/8/2,697.82,1.22575685,2.219417729,2.094663262,2.129781244,-0.013946785,0.021429199,0.186062718
1963/8/9,708.38,1.513284228,1.934596314,2.159575252,2.15965333,0.020896985,0.041873189,0.195941383
1963/8/16,719.31,1.54295717,2.456308761,2.077726259,2.222927404,0.043430959,0.048465149,0.17915806
1963/8/23,723.13,0.531064492,1.862896387,2.118304798,2.191960661,0.036270098,0.060883471,0.178235083
1963/8/30,729.31,0.854618118,1.894541784,2.037085811,2.193936628,0.029546289,0.105500902,0.197199514
1963/9/6,735.36,0.82955122,1.905911067,2.029914499,2.16934616,0.02231305,0.093602213,0.223845821
1963/9/13,740.12,0.647302002,2.189403829,1.963188267,2.204062806,0.023495084,0.094334043,0.221642678
1963/9/20,743.59,0.46884289,1.932119116,1.980493949,2.116495979,0.019580151,0.09703166,0.256531143
1963/9/27,737.97,-0.755792843,2.877930042,2.226341013,2.119363362,0.003549282,0.081258883,0.274603613
1963/10/4,745.05,0.959388593,3.035353741,2.508701682,2.232730478,0.006661082,0.060690185,0.270137575
1963/10/11,741.75,-0.442923294,2.174350715,2.504938403,2.181950976,-0.002474482,0.047018802,0.264770577
1963/10/18,750.59,1.191776205,2.399730367,2.621841216,2.240213321,0.017100966,0.054688268,0.309267561
1963/10/25,755.6,0.66747492,2.331499221,2.485233511,2.249553445,0.014160123,0.053615004,0.327897086
1963/11/1,753.72,-0.248808894,2.302805717,2.302096505,2.280237562,0.016137513,0.04964697,0.246683648
1963/11/8,750.8,-0.387411771,2.481027437,2.378765686,2.282297452,0.00027978,0.038034537,0.218574002
1963/11/15,740,-1.438465637,2.517314864,2.40816181,2.336832325,-0.020645844,0.020971302,0.172778852
1963/11/22,711.48,-3.854054054,4.959459459,3.06515187,2.592242131,-0.056042032,-0.012546494,0.103292136
1963/11/29,750.51,5.485748018,2.726710519,3.17112807,2.660642086,-0.000386255,0.032409382,0.155875558
1963/12/6,760.25,1.297784173,2.718151657,3.230409125,2.704704405,0.027364865,0.052394795,0.165848796
1963/12/13,760.16,-0.011838211,1.354817494,2.939784782,2.656595936,0.068420757,0.052824021,0.172923514
1963/12/20,762.07,0.251262892,2.23637129,2.25901274,2.603132707,0.015402859,0.057299832,0.178926687
1963/12/27,762.94,0.114162741,1.96832312,2.06941589,2.514213488,0.00353831,0.079321516,0.171177256
1964/1/3,767.67,0.619970116,2.551970011,2.027870479,2.545681763,0.009879499,0.071506337,0.159237112
1964/1/10,774.32,0.866257637,2.058176039,2.203710115,2.517218902,0.016074639,0.094151394,0.152965351
1964/1/17,775.68,0.175637979,1.717636119,2.074026322,2.466063644,0.016698561,0.117887819,0.153410358
1964/1/24,783.03,0.947555693,2.565490924,2.223318273,2.487954078,0.020008597,0.135863179,0.152022951
1964/1/31,785.33,0.293730764,1.621904652,1.990801934,2.416360512,0.014218928,0.125404832,0.149521356
1964/2/7,791.58,0.795843785,2.215629099,2.030165199,2.391220032,0.020498144,0.117451086,0.164242326
1964/2/14,794.55,0.375198969,1.579120241,1.995536229,2.109525097,0.01471208,0.104600242,0.158134857
1964/2/20,796.98,0.305833491,1.208231074,1.656221266,1.982985143,0.014834528,0.102125482,0.169226707
1964/2/28,800.13,0.395242039,1.317473462,1.580113469,1.86626196,0.010801182,0.097105483,0.212851101
1964/3/6,806.02,0.736130379,1.512254259,1.404269759,1.879381691,0.014435844,0.09608899,0.198685345
1964/3/13,816.21,1.264236619,2.047095606,1.5212636,1.863608717,0.024128585,0.102807653,0.206839957
1964/3/20,814.92,-0.158047561,1.702993102,1.644954107,1.841497882,0.018484496,0.095926519,0.202266088
1964/3/26,815.9,0.120257203,1.337554607,1.649974393,1.740296599,0.01225776,0.105600499,0.19544036
1964/4/3,822.98,0.867753401,2.291947543,1.844897714,1.759777557,0.008294434,0.104597007,0.171635204
1964/4/10,821.75,-0.149456852,1.275851175,1.652086607,1.722962145,0.008381191,0.10785305,0.159942973
1964/4/17,827.32,0.677821722,1.642835412,1.637047184,1.646074186,0.013996813,0.102226249,0.162505094
1964/4/24,814.88,-1.503650341,2.079002079,1.822409052,1.684165638,-0.00984228,0.078454209,0.136275535
1964/5/1,817.09,0.271205576,1.816218339,1.703476751,1.650881408,-0.005670824,0.084076315,0.137897419
1964/5/8,828.56,1.403762131,2.410995117,1.987262737,1.720204315,0.001498815,0.103569526,0.145543281
1964/5/15,826.22,-0.282417689,1.593125422,1.974835239,1.752278844,0.013916159,0.116513514,0.139928256
1964/5/22,820.86,-0.648737624,1.851807025,1.918036476,1.79680664,0.004613935,0.153735875,0.139260534
1964/5/28,820.55,-0.037765271,1.57152255,1.856862528,1.801745665,-0.009667375,0.093323207,0.128757136
1964/6/5,806.02,-1.770763512,2.937054415,1.988377353,1.875908899,-0.024448694,0.06020388,0.115753045
1964/6/12,809.38,0.416863105,2.270415126,2.157699779,1.923194067,-0.013985332,0.064749526,0.120993878
1964/6/19,825.25,1.960760088,2.631643974,2.352659016,2.031034848,0.005727865,0.08290577,0.144956089
1964/6/26,830.98,0.69433505,1.611632839,2.362686588,1.974341956,0.030966974,0.089181325,0.175576839
1964/7/2,841.46,1.26116152,2.226287035,2.184994743,2.053544944,0.039635276,0.096122032,0.174501703
1964/7/10,847.5,0.717800014,1.723195398,2.048189811,2.06024161,0.026961527,0.09450873,0.197558253
1964/7/17,851.34,0.453097345,1.746312684,1.826856989,2.032517494,0.024501191,0.097540223,0.226926846
1964/7/24,845.63,-0.670707355,1.585735429,1.820382637,2.013310584,0.004955672,0.079945851,0.226670728
1964/7/31,841.09,-0.536877831,1.892080461,1.736830993,1.970067696,-0.007563422,0.071001999,0.205310825
1964/8/7,829.15,-1.419586489,2.793993508,2.004530521,2.070140037,-0.026064792,0.047462038,0.170487591
1964/8/14,838.8,1.163842489,2.267382259,2.134797914,2.104771306,-0.008076818,0.055691901,0.166117529
1964/8/21,838.61,-0.022651407,1.406771578,2.090056952,2.091042059,-0.002948555,0.052234686,0.159694661
1964/8/28,839.08,0.056045122,1.979466021,2.111903342,2.011243026,0.01197612,0.04867959,0.150512128
1964/9/4,848.3,1.09882252,1.930685989,1.896076462,1.982932265,0.011325703,0.052455274,0.153584639
1964/9/11,867.12,2.218554757,2.711304963,2.007057138,1.98957068,0.033996733,0.062373654,0.171593796
1964/9/18,865.11,-0.231801827,1.902850816,2.131076947,2.013838845,0.031022072,0.061588868,0.163423392
1964/9/25,874.7,1.108529551,1.479580631,2.0061056,1.951613312,0.031121066,0.072067655,0.185278534
1964/10/2,872.64,-0.235509317,1.463358866,1.889273819,1.929960267,0.006365901,0.060341685,0.171250252
1964/10/9,878.07,0.622249725,1.466813348,1.578150915,1.906668656,0.014980754,0.06853666,0.183781598
1964/10/16,873.53,-0.51704306,2.334665801,1.686104662,1.96907952,-0.001337601,0.05585505,0.163791151
1964/10/23,877.61,0.467070393,1.820200794,1.771259702,1.963089548,0.005695361,0.07698066,0.161474325
1964/10/30,873.07,-0.517314069,1.766160367,1.846960078,1.877436786,-0.005694307,0.068511425,0.158347928
1964/11/6,876.86,0.434100359,1.569175438,1.8725506,1.819252885,0.003812119,0.058293908,0.167900906
1964/11/13,874.1,-0.314759483,1.505371439,1.66522701,1.82746954,-0.003999499,0.057950667,0.181216216
1964/11/20,890.71,1.900240247,3.066010754,1.9766795,1.918014934,0.020204565,0.085093682,0.251911508
1964/11/27,882.11,-0.965521887,2.279080733,2.104909591,1.947047829,0.005987273,0.075022851,0.17534743
1964/12/4,870.92,-1.268549274,2.732085568,2.395637123,1.948779546,-0.003638028,0.080519094,0.145570536
1964/12/11,864.33,-0.756671106,2.62940339,2.676645111,2.009325594,-0.029616823,0.067891472,0.13703694
1964/12/18,868.72,0.507907859,2.545324124,2.546473454,2.098137552,-0.015179513,0.052674947,0.139947774
1964/12/24,868.15,-0.065613777,1.519476932,2.356572503,2.102814057,-0.003180545,0.044730318,0.137900752
1964/12/31,874.12,0.687669182,2.476530553,2.29268375,2.186957158,0.011326692,0.038813491,0.138666354
1965/1/8,882.59,0.968974512,2.688418066,2.307437419,2.216436513,0.015966019,0.04140413,0.139825912
1965/1/15,891.14,0.968739732,2.005461199,2.172471688,2.23187488,0.026481599,0.04674983,0.148850041
1965/1/22,893.58,0.273806585,1.604686132,2.193773988,2.218418694,0.02226239,0.056703286,0.14118233
1965/1/29,902.85,1.037400121,1.902459769,2.050256292,2.246192388,0.022955166,0.073428527,0.149644099
1965/2/5,901.56,-0.142880877,1.561721216,1.768582079,2.250888203,0.011692888,0.087330399,0.138937315
1965/2/12,888.46,-1.453036958,2.82843072,1.974324459,2.231089867,-0.005729761,0.059203624,0.118192688
1965/2/19,885.6,-0.321905319,2.003466673,2.074019594,2.208122028,-0.019106164,0.056033198,0.11119476
1965/2/26,903.47,2.017841012,2.676151762,2.267442593,2.203460878,0.00211855,0.076738809,0.129154012
1965/3/5,895.97,-0.830132711,2.335440026,2.460872295,2.178963931,0.008452828,0.056194742,0.111597727
1965/3/12,900.32,0.485507327,1.830418429,2.211369222,2.119388456,0.0166215,0.038287665,0.10304946
1965/3/19,895.78,-0.50426515,1.743824418,2.146458659,2.13808408,-0.008511627,0.035452139,0.099224464
1965/3/26,891.65,-0.461050704,1.830806671,1.935122386,2.084273757,-0.00482159,0.019378072,0.09284226
1965/4/2,893.37,0.192900802,1.413110525,1.704540011,1.977998128,-0.007719478,0.023755501,0.085530633
1965/4/9,901.28,0.88541142,1.958874822,1.736654109,1.97411593,0.0061399,0.026432972,0.09678126
1965/4/15,911.9,1.178324161,1.897301615,1.775023409,1.998500554,0.022710705,0.043925223,0.102233719
1965/4/23,916.4,0.493475162,1.941002303,1.802572317,2.001712432,0.025778793,0.044199588,0.124582761
1965/4/30,922.3,0.643823658,1.658664339,1.86396077,2.009791025,0.023322386,0.056387231,0.128761826
1965/5/7,932.51,1.107015071,2.320286241,1.954313625,1.967445652,0.022601162,0.063465091,0.125458627
1965/5/14,939.61,0.761385937,2.058959153,1.994728009,1.972070025,0.025327368,0.074945658,0.137239476
1965/5/21,922,-1.874181841,2.42653867,2.116112101,1.951268934,-0.000325274,0.035129279,0.123212241
1965/5/28,918.03,-0.430585683,2.462039046,2.316955778,1.961818853,-0.015527984,0.040720545,0.118798367
1965/6/4,900.86,-1.870309249,2.962866137,2.477600752,2.056189495,-0.041240515,0.03437744,0.117664574
1965/6/11,881.69,-2.12796661,4.22929201,3.020183966,2.263311794,-0.043720174,0.020084921,0.089339989
1965/6/18,879.16,-0.286948928,3.32316347,3.244340166,2.387674861,-0.042340664,0.012017681,0.065325659
1965/6/25,854.35,-2.82201192,3.685336003,3.550164405,2.577026984,-0.051628444,-0.015895871,0.028123421
1965/7/2,875.15,2.434599403,5.349095804,4.146721822,2.859545399,-0.007417573,0.001178328,0.040037554
1965/7/9,879.48,0.494772325,2.091070102,3.612166345,2.875692773,0.000363984,-0.00352372,0.037734513
1965/7/16,880.42,0.106881339,1.989812162,3.278828518,2.879760261,0.030514426,-0.012029535,0.034157916
1965/7/23,863.96,-1.869562254,3.044001726,3.118494949,2.995205044,-0.012786379,-0.033147564,0.021676147
1965/7/30,881.73,2.056808186,3.113570073,2.559613516,3.06131203,0.00255833,-0.02339259,0.048318254
1965/8/6,882.5,0.08732832,1.508398263,2.413945556,3.015431955,0.002362509,-0.021141133,0.064343002
1965/8/13,888.81,0.715014164,1.88101983,2.386747473,2.969972052,0.028762906,0.00039394,0.059620887
1965/8/20,889.91,0.123760984,1.878916754,2.09547623,2.921378528,0.009277216,0.004866757,0.061172655
1965/8/27,895.95,0.67872032,2.067624816,1.833989916,2.846775084,0.015240793,-0.008323464,0.067776612
1965/9/3,907.96,1.340476589,2.600591551,2.107038238,2.711050046,0.021545662,0.013382144,0.070328893
1965/9/10,918.94,1.209304375,2.169699106,2.179208057,2.614928016,0.032621276,0.020681535,0.059761048
1965/9/17,928.98,1.092563171,2.404944828,2.310715075,2.508228751,0.036865897,0.037062672,0.073828762
1965/9/24,929.53,0.059204719,2.099076406,2.318577973,2.237393801,0.023756553,0.042483037,0.062684349
1965/10/1,929.64,0.011833938,2.345271266,2.254747901,2.258577232,0.011643851,0.04059908,0.065319032
1965/10/8,938.31,0.932619078,2.151370423,2.250165731,2.27204042,0.010043273,0.041086011,0.068605009
1965/10/15,940.67,0.251516023,1.534674042,2.032598034,2.146263113,0.011984551,0.031549512,0.076860554
1965/10/22,952.41,1.248046605,2.136774852,2.042022646,2.064863511,0.024493352,0.039295068,0.085231481
1965/10/29,960.81,0.8819731,2.435925704,2.064686255,2.142157465,0.023979282,0.04175431,0.100495951
1965/11/5,959.45,-0.141547236,1.758932567,1.966576791,2.131983526,0.019964493,0.028889771,0.094188354
1965/11/12,956.28,-0.330397624,1.667622075,1.9998138,2.114375636,0.004063376,0.017741403,0.094016703
1965/11/19,952.71,-0.373321621,1.945037018,1.951879341,2.104159987,-0.008430387,0.033308026,0.069607392
1965/11/26,948.15,-0.478634632,1.532470531,1.726015548,2.015149902,-0.011777581,0.032809385,0.074865946
1965/12/3,946.09,-0.217265201,1.856246375,1.750344,1.989028841,-0.010655875,0.050207579,0.086311027
